variable_ine,valores_ine
J127_6E,2 = algunas veces
J127_6E,3 = muchas veces
J127_6E,4 = constantemente
J127_6E,9 = no consta
J127_6F,1 = nunca
J127_6F,2 = algunas veces
J127_6F,3 = muchas veces
J127_6F,4 = constantemente
J127_6F,9 = no consta
L1_128,025 a 180
L1_128,998 = no sabe
L1_128,999 = no consta
L1_129,040 a 220
L1_129,998 = no sabe
L1_129,999 = no consta
L1_130,1 = bastante mayor de lo normal
L1_130,2 = algo mayor de lo normal
L1_130,3 = normal
L1_130,4 = menor de lo normal
L1_130,9 = no consta
L2_131,1 = sí
L2_131,6 = no
L2_131,9 = no consta
L2_132,1 = sí
L2_132,6 = no
L2_132,9 = no consta
L2_133,1 = sí
L2_133,6 = no
L2_133,9 = no consta
L2_134,1 = sí
L2_134,6 = no
L2_134,9 = no consta
M135_1,1 = mucho menos de lo que deseo
M135_1,2 = menos de lo que deseo
M135_1,3 = ni mucho ni poco
M135_1,4 = casi como deseo
M135_1,5 = tanto como deseo
M135_1,9 = no consta
M135_2,1 = mucho menos de lo que deseo
M135_2,2 = menos de lo que deseo
M135_2,3 = ni mucho ni poco
M135_2,4 = casi como deseo
M135_2,5 = tanto como deseo
M135_2,9 = no consta
M135_3,1 = mucho menos de lo que deseo
M135_3,2 = menos de lo que deseo
M135_3,3 = ni mucho ni poco
M135_3,4 = casi como deseo
M135_3,5 = tanto como deseo
M135_3,9 = no consta
M135_4,1 = mucho menos de lo que deseo
M135_4,2 = menos de lo que deseo
M135_4,3 = ni mucho ni poco
M135_4,4 = casi como deseo
M135_4,5 = tanto como deseo
M135_4,9 = no consta
M135_5,1 = mucho menos de lo que deseo
M135_5,2 = menos de lo que deseo
M135_5,3 = ni mucho ni poco
M135_5,4 = casi como deseo
M135_5,5 = tanto como deseo
M135_5,9 = no consta
M135_6,1 = mucho menos de lo que deseo
M135_6,2 = menos de lo que deseo
M135_6,3 = ni mucho ni poco
M135_6,4 = casi como deseo
M135_6,5 = tanto como deseo
M135_6,9 = no consta
M135_7,1 = mucho menos de lo que deseo
M135_7,2 = menos de lo que deseo
M135_7,3 = ni mucho ni poco
M135_7,4 = casi como deseo
M135_7,5 = tanto como deseo
M135_7,9 = no consta
M135_8,1 = mucho menos de lo que deseo
M135_8,2 = menos de lo que deseo
M135_8,3 = ni mucho ni poco
M135_8,4 = casi como deseo
M135_8,5 = tanto como deseo
M135_8,9 = no consta
M135_9,1 = mucho menos de lo que deseo
M135_9,2 = menos de lo que deseo
M135_9,3 = ni mucho ni poco
M135_9,4 = casi como deseo
M135_9,5 = tanto como deseo
M135_9,9 = no consta
M135_10,1 = mucho menos de lo que deseo
M135_10,2 = menos de lo que deseo
M135_10,3 = ni mucho ni poco
M135_10,4 = casi como deseo
M135_10,5 = tanto como deseo
M135_10,9 = no consta
M135_11,1 = mucho menos de lo que deseo
M135_11,2 = menos de lo que deseo
M135_11,3 = ni mucho ni poco
M135_11,4 = casi como deseo
M135_11,5 = tanto como deseo
M135_11,9 = no consta
M136_1,0 = casi nunca
M136_1,1 = a veces
M136_1,2 = casi siempre
M136_1,9 = no consta
M136_2,0 = casi nunca
M136_2,1 = a veces
M136_2,2 = casi siempre
M136_2,9 = no consta
M136_3,0 = casi nunca
M136_3,1 = a veces
M136_3,2 = casi siempre
M136_3,9 = no consta
M136_4,0 = casi nunca
M136_4,1 = a veces
M136_4,2 = casi siempre
M136_4,9 = no consta
M136_5,0 = casi nunca
M136_5,1 = a veces
M136_5,2 = casi siempre
M136_5,9 = no consta
N137,"1 = sí, gravemente limitado"
N137,"2 = sí, limitado pero no gravemente"
N137,"3 = no, nada limitado"
N138,1 = físico
N138,2 = mental
N138,3 = ambos
N138,9 = no consta
N139,1 = sí
N139,6 = no
N140_1,1 = puede hacerlo sin ayuda
N140_1,2 = puede hacerlo con ayuda
N140_1,3 = no puede hacerlo de ninguna manera
N140_1,9 = no consta
N140_2,1 = puede hacerlo sin ayuda
N140_2,2 = puede hacerlo con ayuda
N140_2,3 = no puede hacerlo de ninguna manera
N140_2,9 = no consta
N140_3,1 = puede hacerlo sin ayuda
N140_3,2 = puede hacerlo con ayuda
N140_3,3 = no puede hacerlo de ninguna manera
N140_3,9 = no consta
N140_4,1 = puede hacerlo sin ayuda
N140_4,2 = puede hacerlo con ayuda
N140_4,3 = no puede hacerlo de ninguna manera
N140_4,9 = no consta
N140_5,1 = puede hacerlo sin ayuda
N140_5,2 = puede hacerlo con ayuda
N140_5,3 = no puede hacerlo de ninguna manera
N140_5,9 = no consta
N140_6,1 = puede hacerlo sin ayuda
N140_6,2 = puede hacerlo con ayuda
N140_6,3 = no puede hacerlo de ninguna manera
N140_6,9 = no consta
N140_7,1 = puede hacerlo sin ayuda
N140_7,2 = puede hacerlo con ayuda
N140_7,3 = no puede hacerlo de ninguna manera
N140_7,9 = no consta
N140_8,1 = puede hacerlo sin ayuda
N140_8,2 = puede hacerlo con ayuda
N140_8,3 = no puede hacerlo de ninguna manera
N140_8,9 = no consta
N140_9,1 = puede hacerlo sin ayuda
N140_9,2 = puede hacerlo con ayuda
N140_9,3 = no puede hacerlo de ninguna manera
N140_9,9 = no consta
N140_10,1 = puede hacerlo sin ayuda
N140_10,2 = puede hacerlo con ayuda
N140_10,3 = no puede hacerlo de ninguna manera
N140_10,9 = no consta
N140_11,1 = puede hacerlo sin ayuda
N140_11,2 = puede hacerlo con ayuda
N140_11,3 = no puede hacerlo de ninguna manera
N140_11,9 = no consta
N140_12,1 = puede hacerlo sin ayuda
N140_12,2 = puede hacerlo con ayuda
N140_12,3 = no puede hacerlo de ninguna manera
N140_12,9 = no consta
N140_13,1 = puede hacerlo sin ayuda
N140_13,2 = puede hacerlo con ayuda
N140_13,3 = no puede hacerlo de ninguna manera
N140_13,9 = no consta
N140_14,1 = puede hacerlo sin ayuda
N140_14,2 = puede hacerlo con ayuda
N140_14,3 = no puede hacerlo de ninguna manera
N140_14,9 = no consta
N140_15,1 = puede hacerlo sin ayuda
N140_15,2 = puede hacerlo con ayuda
N140_15,3 = no puede hacerlo de ninguna manera
N140_15,9 = no consta
N140_16,1 = puede hacerlo sin ayuda
N140_16,2 = puede hacerlo con ayuda
N140_16,3 = no puede hacerlo de ninguna manera
N140_16,9 = no consta
N140_17,1 = puede hacerlo sin ayuda
N140_17,2 = puede hacerlo con ayuda
N140_17,3 = no puede hacerlo de ninguna manera
N140_17,9 = no consta
N140_18,1 = puede hacerlo sin ayuda
N140_18,2 = puede hacerlo con ayuda
N140_18,3 = no puede hacerlo de ninguna manera
N140_18,9 = no consta
N140_19,1 = puede hacerlo sin ayuda
N140_19,2 = puede hacerlo con ayuda
N140_19,3 = no puede hacerlo de ninguna manera
N140_19,9 = no consta
N140_20,1 = puede hacerlo sin ayuda
N140_20,2 = puede hacerlo con ayuda
N140_20,3 = no puede hacerlo de ninguna manera
N140_20,9 = no consta
N140_21,1 = puede hacerlo sin ayuda
N140_21,2 = puede hacerlo con ayuda
N140_21,3 = no puede hacerlo de ninguna manera
N140_21,9 = no consta
N140_22,1 = puede hacerlo sin ayuda
N140_22,2 = puede hacerlo con ayuda
N140_22,3 = no puede hacerlo de ninguna manera
N140_22,9 = no consta
N140_23,1 = puede hacerlo sin ayuda
N140_23,2 = puede hacerlo con ayuda
N140_23,3 = no puede hacerlo de ninguna manera
N140_23,9 = no consta
N140_24,1 = puede hacerlo sin ayuda
N140_24,2 = puede hacerlo con ayuda
N140_24,3 = no puede hacerlo de ninguna manera
N140_24,9 = no consta
N140_25,1 = puede hacerlo sin ayuda
N140_25,2 = puede hacerlo con ayuda
N140_25,3 = no puede hacerlo de ninguna manera
N140_25,9 = no consta
N140_26,1 = puede hacerlo sin ayuda
N140_26,2 = puede hacerlo con ayuda
N140_26,3 = no puede hacerlo de ninguna manera
N140_26,9 = no consta
N140_27,1 = puede hacerlo sin ayuda
N140_27,2 = puede hacerlo con ayuda
N140_27,3 = no puede hacerlo de ninguna manera
N140_27,9 = no consta
TMUNI,1 = menor o igual a 2.000 habitantes
TMUNI,2 = 2.001 a 10.000 habitantes
TMUNI,3 = 10.001 a 50.000 habitantes
TMUNI,4 = 50.001 a 100.000 habitantes
TMUNI,5 = 100.001 a 400.000 habitantes
TMUNI,6 = 400.001 a 1.000.000 habitantes
TMUNI,7 = más de 1.000.000 habitantes
SPCLASE,1 = clase i: directivos de la administración pública y de empresas de 10 o más
SPCLASE,Asalariados. Profesiones asociadas a titulaciones de 2º y 3er ciclo
SPCLASE,2 = clase ii: directivos de empresas de menos de 10 asalariados. Profesiones
SPCLASE,Asociadas a una titulación de 1er ciclo universitario. Técnicos
SPCLASE,Superiores. Artistas y deportistas
SPCLASE,3 = clase iii: empleados de tipo administrativo y profesionales de apoyo a la
SPCLASE,Gestión administrativa y financiera. Trabajadores de los servicios
SPCLASE,Personales y de seguridad. Trabajadores por cuenta propia.
SPCLASE,Supervisores de trabajadores manuales
SPCLASE,4 = clase iva: trabajadores manuales cualificados
SPCLASE,5 = clase ivb: trabajadores manuales semicualificados
SPCLASE,6 = clase v: trabajadores no cualificados
SPCLASE,9 = no consta
ASCLASE,1 = clase i: directivos de la administración pública y de empresas de 10 o más
ASCLASE,Asalariados. Profesiones asociadas a titulaciones de 2º y 3er ciclo
ASCLASE,2 = clase ii: directivos de empresas de menos de 10 asalariados. Profesiones
ASCLASE,Asociadas a una titulación de 1er ciclo universitario. Técnicos
ASCLASE,Superiores. Artistas y deportistas
ASCLASE,3 = clase iii: empleados de tipo administrativo y profesionales de apoyo a la
ASCLASE,Gestión administrativa y financiera. Trabajadores de los servicios
ASCLASE,Personales y de seguridad. Trabajadores por cuenta propia.
ASCLASE,Supervisores de trabajadores manuales
ASCLASE,4 = clase iva: trabajadores manuales cualificados
ASCLASE,5 = clase ivb: trabajadores manuales semicualificados
ASCLASE,6 = clase v: trabajadores no cualificados
ASCLASE,9 = no consta
ASRELACTI,1 = trabajando
ASRELACTI,2 = trabajando con baja de 3 meses o superior
ASRELACTI,3 = en desempleo
ASRELACTI,4 = jubilado/a pensionista
ASRELACTI,5 = estudiante
ASRELACTI,6 = dedicado/a principalmente a las labores del hogar
ASRELACTI,7 = realizando sin remuneración trabajos sociales o actividades benéficas
ASRELACTI,8 = otras situaciones
ASRELACTI,9 = no consta
ASSITUPRO,1 = empleador/a (empresario/a o profesional con asalariados/as)
ASSITUPRO,2 = empresario/a sin asalariados o trabajador/a independiente
ASSITUPRO,3 = ayuda familiar
ASSITUPRO,4 = asalariado/a fijo/a
ASSITUPRO,5 = asalariado/a eventual o interino/a
ASSITUPRO,6 = miembro de una cooperativa
ASSITUPRO,7 = otra situación
ASSITUPRO,9 = no consta
ASSALMENT,00 a 12
ASSALMENT,99 = no consta
ASSALMENT,La puntuación de la variable salud mental en población adulta se obtiene
ASSALMENT,"Asignando, en primer lugar, 0 puntos a las respuestas 0 y 1 y asignando 1 punto a las"
ASSALMENT,Respuestas 2 y 3 de cada pregunta del aptdo. F.26 del cuestionario de adultos. A
ASSALMENT,"Continuación se suman los puntos de los 12 items. Por tanto, la puntuación total"
ASSALMENT,"Oscila entre 0 y 12 puntos, de mejor salud mental a peor salud mental"
ASDEPFUN1,1 = sí
ASDEPFUN1,6 = no
ASDEPFUN1,9 = no consta
ASDEPFUN1,Se considera que una persona tiene dependencia funcional para ciudado personal
ASDEPFUN1,Si la persona entrevistada responde ‘puede realizarlo con ayuda’ o ‘no puede
ASDEPFUN1,Realizarlo de ninguna manera’ al menos a una de las siguientes actividades de la
ASDEPFUN1,"Pregunta n.140: ‘tomar sus medicinas’, ‘comer’, ‘vestirse y desnudarse y elegir la"
ASDEPFUN1,"Ropa que debe ponerse’, ‘peinarse o afeitarse’, ‘cortarse las uñas de los pies’,"
ASDEPFUN1,"‘Lavarse la cara y el cuerpo de la cintura para arriba’, ‘ducharse o bañarse’ y"
ASDEPFUN1,‘Quedarse sólo/a durante toda la noche’.
ASDEPFUN2,1 = sí
ASDEPFUN2,6 = no
ASDEPFUN2,9 = no consta
ASDEPFUN2,Se considera que una persona tiene dependencia funcional para labores
ASDEPFUN2,Domésticas si la persona entrevistada responde ‘puede realizarlo con ayuda’ o ‘no
ASDEPFUN2,Puede realizarlo de ninguna manera’ al menos a una de las siguientes actividades
ASDEPFUN2,"De la pregunta n.140: ‘utilizar el teléfono’, ‘comprar la comida’, ‘preparar su propio"
ASDEPFUN2,"Desayuno’, ‘preparar su propia comida’, ‘cortar una rebanada de pan’, ‘fregar los"
ASDEPFUN2,"Platos’, ‘hacer la cama’, ‘cambiar las sábanas de la cama’, ‘lavar la ropa ligera a"
ASDEPFUN2,"Mano’, ‘lavar ropa a máquina’, ‘limpiar la casa o el piso’, ‘limpiar una mancha en el"
ASDEPFUN2,Suelo’ y ‘coser un botón’.
ASDEPFUN3,1 = sí
ASDEPFUN3,6 = no
ASDEPFUN3,9 = no consta
ASDEPFUN3,Se considera que una persona tiene dependencia funcional para movilidad si la
ASDEPFUN3,Persona entrevistada responde ‘puede realizarlo con ayuda’ o ‘no puede
ASDEPFUN3,Realizarlo de ninguna manera’ al menos a una de las siguientes actividades de la
ASDEPFUN3,"Pregunta n.140: ‘coger el autobús, metro, taxi, etc.’, ‘administrar su propio dinero’,"
ASDEPFUN3,"‘Andar’, ‘levantarse de la cama y acostarse’, ‘subir diez escalones’ y ‘andar"
ASDEPFUN3,Durante una hora seguida’.
ASAPSOCIAL,11 a 55
ASAPSOCIAL,99 = no consta
ASAPSOCIAL,"Cada item de la pregunta m.135 se puntúa de 1 a 5 (1: mucho menos de lo que deseo, 2:"
ASAPSOCIAL,"Menos de lo que deseo, 3: ni mucho ni poco, 4: casi como deseo, 5: tanto como deseo)."
ASAPSOCIAL,"Por tanto, la puntuación total varía entre 11 y 55 puntos, de menor a mayor apoyo"
ASAPSOCIAL,Social funcional.
ASFUNFAMI,1 = funcion familiar buena
ASFUNFAMI,2 = funcion familiar moderada
ASFUNFAMI,3 = función familiar grave
ASFUNFAMI,9 = no consta
ASFUNFAMI,"Cada item del cuestionario apgar familiar se puntúa de 0 a 2 (0: casi nunca, 1: a"
ASFUNFAMI,"Veces, 2: casi siempre). Por tanto, la puntuación total varía entre 0 y 10 puntos. Se"
ASFUNFAMI,"Considera función familiar buena: 7 a 10 puntos, disfunción familiar moderada: 4 a 6"
ASFUNFAMI,Puntos y disfunción familiar grave: 0 a 3 puntos.
ASIMC,1 = normopeso o peso insuficiente
ASIMC,2 = sobrepeso
ASIMC,3 = obesidad
ASIMC,9 = no consta
